Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?,Salary Difference,Percent of Life Worked
171,32,Male,Arts,3.54,2,Analyst,73200.59,Yes,312,209,Self-funded,Executive,178042.1,International,Entrepreneurship,Online,No,104841.51000000001,0.0625
172,24,Male,Arts,2.0,2,Manager,54837.02,No,597,101,Self-funded,Executive,100736.94,Domestic,Skill Enhancement,On-Campus,Yes,45899.920000000006,0.083333
173,30,Female,Business,3.66,2,Consultant,82160.81,Yes,625,221,Employer,Finance Manager,131638.01,Domestic,Networking,On-Campus,Yes,49477.20000000001,0.066667
174,27,Female,Engineering,3.37,5,Entrepreneur,53885.85,Yes,469,125,Loan,Consultant,166434.6,Domestic,Career Growth,On-Campus,Yes,112548.75,0.185185
175,33,Male,Engineering,3.13,8,Entrepreneur,71083.96,Yes,656,252,Self-funded,Finance Manager,186583.14,International,Networking,Online,No,115499.18000000001,0.242424
176,29,Male,Science,3.21,7,Entrepreneur,105284.14,No,319,135,Loan,Consultant,106920.02,International,Career Growth,On-Campus,No,1635.8800000000047,0.241379
177,24,Female,Business,4.0,2,Analyst,54685.66,No,260,250,Self-funded,Consultant,142733.03,Domestic,Entrepreneurship,On-Campus,No,88047.37,0.083333
178,26,Female,Economics,2.82,0,Analyst,32287.27,Yes,276,134,Self-funded,Startup Founder,168810.31,International,Networking,On-Campus,Yes,136523.04,0.0
179,23,Male,Engineering,2.18,3,Analyst,103121.02,No,551,426,Self-funded,Executive,214300.61,Domestic,Entrepreneurship,On-Campus,No,111179.58999999998,0.130435
180,22,Male,Business,3.05,0,Consultant,86156.48,No,417,2,Self-funded,Consultant,144740.86,International,Career Growth,On-Campus,Yes,58584.37999999999,0.0
181,31,Male,Business,2.16,6,Analyst,106171.28,Yes,578,316,Loan,Consultant,66545.76,International,Networking,On-Campus,No,-39625.520000000004,0.193548
182,22,Female,Engineering,2.57,3,Entrepreneur,99858.08,No,421,374,Self-funded,Consultant,145778.21,International,Skill Enhancement,Online,Yes,45920.12999999999,0.136364
183,38,Male,Science,3.1,9,Entrepreneur,43543.21,No,719,157,Loan,Executive,114732.74,Domestic,Networking,Online,Yes,71189.53,0.236842
184,27,Other,Business,2.56,7,Manager,88901.74,No,382,379,Self-funded,Marketing Director,101691.84,International,Career Growth,On-Campus,No,12790.099999999991,0.259259
185,25,Male,Arts,3.46,1,Consultant,35471.51,No,683,365,Self-funded,Consultant,131571.87,Domestic,Entrepreneurship,Online,Yes,96100.35999999999,0.04
186,28,Male,Business,3.64,5,Engineer,112743.62,No,609,406,Self-funded,Executive,190471.45,Domestic,Entrepreneurship,Online,No,77727.83000000002,0.178571
187,36,Female,Economics,3.04,7,Analyst,77686.84,Yes,325,437,Loan,Executive,73850.57,Domestic,Skill Enhancement,On-Campus,No,-3836.2699999999895,0.194444
188,31,Female,Engineering,4.0,5,Engineer,86836.88,Yes,548,342,Scholarship,Marketing Director,99508.31,International,Career Growth,Online,Yes,12671.429999999993,0.16129
189,33,Female,Economics,2.02,2,Analyst,43144.29,No,731,328,Loan,Finance Manager,143075.76,Domestic,Entrepreneurship,Online,Yes,99931.47,0.060606
190,22,Male,Science,3.41,1,Consultant,36413.93,No,694,71,Employer,Consultant,58979.77,Domestic,Entrepreneurship,Online,Yes,22565.839999999997,0.045455
191,28,Female,Arts,3.76,0,Consultant,45063.45,No,713,32,Employer,Marketing Director,136483.0,Domestic,Networking,On-Campus,Yes,91419.55,0.0
192,30,Female,Engineering,2.54,0,Entrepreneur,88240.87,No,439,524,Scholarship,Marketing Director,185822.11,International,Career Growth,On-Campus,Yes,97581.23999999999,0.0
193,34,Male,Business,2.35,2,Consultant,52402.1,Yes,766,469,Employer,Finance Manager,96482.47,International,Networking,On-Campus,No,44080.37,0.058824
194,23,Male,Arts,2.81,9,Engineer,70121.21,Yes,536,405,Scholarship,Consultant,125046.11,Domestic,Skill Enhancement,Online,No,54924.899999999994,0.391304
195,24,Male,Business,3.42,5,Engineer,64385.17,No,538,271,Loan,Marketing Director,135980.36,International,Career Growth,Online,No,71595.18999999999,0.208333
196,30,Male,Science,3.97,9,Consultant,48387.8,No,655,407,Employer,Marketing Director,143012.35,International,Entrepreneurship,Online,No,94624.55,0.3
197,23,Female,Engineering,2.78,8,Engineer,92784.02,No,447,59,Self-funded,Finance Manager,56741.84,International,Networking,Online,No,-36042.18000000001,0.347826
198,33,Male,Science,3.36,3,Analyst,89863.3,Yes,787,246,Self-funded,Marketing Director,88051.09,International,Networking,On-Campus,No,-1812.2100000000064,0.090909
199,36,Other,Science,2.14,5,Manager,56979.69,Yes,365,30,Loan,Startup Founder,128799.62,International,Entrepreneurship,On-Campus,Yes,71819.93,0.138889
200,36,Female,Science,2.78,5,Entrepreneur,25135.04,Yes,593,186,Scholarship,Consultant,132923.57,International,Networking,Online,Yes,107788.53,0.138889
201,30,Female,Science,4.0,0,Manager,49937.59,No,373,18,Loan,Consultant,102708.96,International,Skill Enhancement,On-Campus,Yes,52771.37000000001,0.0
202,22,Female,Business,2.17,5,Engineer,98069.92,No,531,491,Self-funded,Finance Manager,109938.02,Domestic,Skill Enhancement,Online,Yes,11868.100000000006,0.227273
203,23,Male,Economics,3.75,0,Entrepreneur,89938.63,No,397,240,Scholarship,Marketing Director,86666.9,International,Skill Enhancement,Online,No,-3271.7300000000105,0.0
204,35,Male,Business,3.52,3,Manager,102634.13,No,305,106,Employer,Startup Founder,143867.61,Domestic,Networking,On-Campus,Yes,41233.47999999998,0.085714
205,33,Male,Arts,3.67,3,Manager,31652.3,Yes,800,402,Scholarship,Startup Founder,87664.06,Domestic,Career Growth,Online,Yes,56011.759999999995,0.090909
206,27,Female,Science,2.22,1,Engineer,53982.38,Yes,456,88,Scholarship,Startup Founder,112744.6,International,Skill Enhancement,On-Campus,Yes,58762.22000000001,0.037037
207,28,Male,Arts,2.57,0,Entrepreneur,80069.15,Yes,411,433,Loan,Marketing Director,92564.72,Domestic,Skill Enhancement,Online,Yes,12495.570000000007,0.0
208,25,Female,Business,2.0,5,Entrepreneur,67121.26,No,767,3,Loan,Executive,130355.13,Domestic,Career Growth,Online,Yes,63233.87000000001,0.2
209,28,Male,Science,3.12,6,Manager,140294.8,No,524,110,Scholarship,Finance Manager,120883.0,Domestic,Networking,On-Campus,Yes,-19411.79999999999,0.214286
210,30,Male,Business,3.38,0,Entrepreneur,76540.13,No,721,436,Self-funded,Executive,64205.22,International,Skill Enhancement,On-Campus,No,-12334.910000000003,0.0
211,31,Male,Science,2.58,0,Entrepreneur,78881.35,No,480,83,Employer,Finance Manager,224178.88,Domestic,Skill Enhancement,Online,Yes,145297.53,0.0
212,31,Female,Business,3.46,4,Analyst,74777.19,No,596,233,Employer,Consultant,98328.79,Domestic,Skill Enhancement,On-Campus,Yes,23551.59999999999,0.129032
213,28,Female,Engineering,2.4,4,Engineer,52101.32,No,625,127,Scholarship,Consultant,130811.74,Domestic,Career Growth,On-Campus,Yes,78710.42000000001,0.142857
214,29,Male,Economics,2.3,5,Engineer,52199.74,No,720,77,Self-funded,Marketing Director,161676.5,International,Entrepreneurship,Online,Yes,109476.76000000001,0.172414
215,30,Female,Economics,3.08,8,Analyst,102568.96,Yes,656,203,Loan,Finance Manager,82331.17,Domestic,Entrepreneurship,On-Campus,Yes,-20237.790000000008,0.266667
216,24,Male,Science,2.3,6,Manager,83177.69,No,260,104,Loan,Executive,164053.02,International,Networking,Online,Yes,80875.32999999999,0.25
217,32,Other,Engineering,2.59,9,Consultant,104464.4,No,264,434,Self-funded,Consultant,137184.09,Domestic,Entrepreneurship,Online,Yes,32719.690000000002,0.28125
218,22,Female,Arts,2.64,7,Manager,54553.35,No,368,390,Self-funded,Marketing Director,142683.38,Domestic,Networking,Online,No,88130.03,0.318182
219,22,Male,Engineering,3.73,7,Analyst,101118.92,Yes,276,122,Loan,Consultant,73530.98,International,Career Growth,Online,No,-27587.940000000002,0.318182
220,32,Female,Science,3.3,10,Entrepreneur,104522.3,Yes,349,317,Loan,Executive,147669.16,International,Skill Enhancement,On-Campus,Yes,43146.86,0.3125
221,32,Male,Engineering,2.99,4,Analyst,78781.71,No,599,389,Loan,Finance Manager,178940.27,International,Career Growth,On-Campus,Yes,100158.55999999998,0.125
222,34,Other,Arts,3.61,9,Engineer,63915.04,Yes,489,367,Loan,Startup Founder,123945.4,Domestic,Skill Enhancement,On-Campus,Yes,60030.35999999999,0.264706
223,25,Male,Science,3.43,1,Entrepreneur,58227.93,No,302,350,Employer,Consultant,178022.75,Domestic,Career Growth,On-Campus,Yes,119794.82,0.04
224,23,Female,Economics,2.55,1,Manager,129279.08,Yes,487,28,Self-funded,Finance Manager,125588.66,Domestic,Networking,On-Campus,No,-3690.4199999999983,0.043478
225,30,Male,Engineering,3.12,5,Entrepreneur,72619.24,No,498,12,Scholarship,Consultant,180295.09,Domestic,Skill Enhancement,On-Campus,Yes,107675.84999999999,0.166667
226,26,Female,Economics,3.4,1,Engineer,81174.0,Yes,386,130,Loan,Finance Manager,138408.25,International,Skill Enhancement,Online,Yes,57234.25,0.038462
227,26,Female,Economics,3.37,0,Analyst,59370.49,No,660,275,Self-funded,Executive,151843.91,Domestic,Career Growth,On-Campus,Yes,92473.42000000001,0.0
228,26,Female,Business,3.43,5,Manager,70885.55,Yes,333,29,Loan,Startup Founder,195106.62,Domestic,Entrepreneurship,On-Campus,No,124221.06999999999,0.192308
229,29,Female,Arts,3.16,6,Consultant,76113.03,No,498,462,Scholarship,Consultant,74248.8,Domestic,Career Growth,Online,Yes,-1864.229999999996,0.206897
230,29,Female,Engineering,2.64,9,Consultant,71207.5,Yes,421,18,Employer,Marketing Director,170129.6,International,Entrepreneurship,On-Campus,Yes,98922.1,0.310345
231,33,Male,Economics,3.75,5,Analyst,65137.3,Yes,523,343,Self-funded,Marketing Director,142240.2,International,Networking,On-Campus,Yes,77102.90000000001,0.151515
232,29,Male,Economics,2.24,7,Manager,32967.45,No,301,109,Loan,Consultant,142974.05,Domestic,Career Growth,Online,Yes,110006.59999999999,0.241379
233,34,Male,Arts,4.0,9,Manager,72202.18,Yes,643,285,Scholarship,Finance Manager,158336.55,Domestic,Skill Enhancement,On-Campus,Yes,86134.37,0.264706
234,24,Other,Economics,2.67,1,Entrepreneur,130212.69,No,266,72,Self-funded,Finance Manager,222376.7,International,Skill Enhancement,Online,No,92164.01000000001,0.041667
235,22,Male,Economics,2.38,7,Analyst,50494.16,Yes,629,338,Employer,Consultant,95601.52,International,Networking,Online,No,45107.36,0.318182
236,24,Female,Economics,3.25,2,Entrepreneur,68467.78,No,436,127,Self-funded,Finance Manager,111984.49,Domestic,Entrepreneurship,Online,Yes,43516.71000000001,0.083333
237,28,Female,Economics,2.9,6,Analyst,58926.26,No,359,224,Scholarship,Consultant,138993.78,International,Entrepreneurship,Online,No,80067.51999999999,0.214286
238,27,Male,Business,3.51,2,Engineer,67039.4,No,633,467,Employer,Executive,159044.82,International,Networking,On-Campus,Yes,92005.42000000001,0.074074
239,29,Male,Business,3.05,4,Analyst,126595.18,No,298,282,Employer,Startup Founder,131847.14,Domestic,Skill Enhancement,On-Campus,Yes,5251.960000000021,0.137931
240,28,Male,Science,3.19,6,Entrepreneur,131352.16,No,431,97,Scholarship,Finance Manager,73666.91,Domestic,Networking,Online,Yes,-57685.25,0.214286
241,29,Male,Engineering,2.64,0,Manager,111166.71,No,631,30,Loan,Startup Founder,74512.14,International,Entrepreneurship,On-Campus,No,-36654.57000000001,0.0
242,31,Male,Arts,2.28,5,Analyst,92885.38,Yes,563,184,Employer,Executive,213581.53,International,Networking,On-Campus,Yes,120696.15,0.16129
243,32,Male,Science,2.77,3,Manager,56369.73,No,394,193,Loan,Marketing Director,131867.31,Domestic,Skill Enhancement,On-Campus,Yes,75497.57999999999,0.09375
244,23,Female,Business,3.09,5,Engineer,132312.59,No,800,372,Scholarship,Executive,201646.1,International,Entrepreneurship,Online,Yes,69333.51000000001,0.217391
245,22,Other,Business,3.16,2,Consultant,102450.41,Yes,396,292,Employer,Executive,198356.03,International,Entrepreneurship,On-Campus,Yes,95905.62,0.090909
246,38,Male,Business,3.46,4,Consultant,101844.08,No,488,241,Scholarship,Finance Manager,120529.45,Domestic,Career Growth,On-Campus,No,18685.369999999995,0.105263
247,22,Male,Science,3.71,6,Entrepreneur,85621.62,Yes,744,438,Loan,Marketing Director,196616.71,Domestic,Skill Enhancement,Online,Yes,110995.09,0.272727
248,34,Male,Business,3.57,7,Analyst,81670.75,No,597,152,Employer,Startup Founder,189646.39,Domestic,Career Growth,On-Campus,No,107975.64000000001,0.205882
249,27,Female,Science,4.0,2,Engineer,77509.03,No,527,401,Scholarship,Marketing Director,93213.62,Domestic,Career Growth,Online,No,15704.589999999997,0.074074
250,35,Female,Business,2.02,3,Engineer,70126.24,No,654,370,Employer,Executive,85174.07,Domestic,Entrepreneurship,On-Campus,No,15047.830000000002,0.085714
251,31,Male,Economics,2.2,8,Manager,60997.06,No,549,153,Self-funded,Marketing Director,207253.19,International,Entrepreneurship,On-Campus,Yes,146256.13,0.258065
252,26,Male,Economics,2.49,0,Entrepreneur,70100.22,Yes,301,583,Scholarship,Finance Manager,113258.95,Domestic,Skill Enhancement,On-Campus,No,43158.729999999996,0.0
253,24,Female,Engineering,2.06,7,Engineer,34576.82,Yes,756,203,Scholarship,Finance Manager,117739.0,Domestic,Networking,Online,Yes,83162.18,0.291667
254,22,Female,Business,2.99,0,Analyst,123206.67,Yes,447,223,Scholarship,Executive,119278.33,International,Career Growth,Online,No,-3928.3399999999965,0.0
255,22,Male,Engineering,3.3,5,Engineer,121277.84,Yes,548,398,Loan,Consultant,71840.5,Domestic,Career Growth,On-Campus,No,-49437.34,0.227273
256,25,Female,Science,2.84,0,Consultant,77547.82,No,384,289,Self-funded,Marketing Director,149849.8,Domestic,Entrepreneurship,On-Campus,No,72301.97999999998,0.0
257,23,Male,Engineering,3.55,2,Entrepreneur,48238.98,No,438,190,Self-funded,Startup Founder,134787.02,International,Skill Enhancement,Online,No,86548.03999999998,0.086957
258,29,Male,Business,3.94,3,Manager,47246.43,No,702,156,Scholarship,Executive,108656.7,Domestic,Skill Enhancement,On-Campus,Yes,61410.27,0.103448
259,22,Female,Science,4.0,4,Analyst,104058.6,Yes,405,209,Loan,Consultant,135459.01,Domestic,Entrepreneurship,On-Campus,Yes,31400.410000000003,0.181818
260,27,Female,Science,2.05,1,Consultant,97789.77,No,763,499,Loan,Marketing Director,88358.17,International,Career Growth,On-Campus,Yes,-9431.600000000006,0.037037
261,22,Male,Economics,2.78,6,Engineer,81311.46,Yes,333,379,Scholarship,Consultant,192379.44,Domestic,Networking,Online,Yes,111067.98,0.272727
262,25,Female,Science,2.6,6,Entrepreneur,88990.45,No,325,350,Scholarship,Executive,178420.55,International,Networking,Online,No,89430.09999999999,0.24
263,22,Male,Science,2.43,7,Entrepreneur,96265.99,Yes,692,234,Loan,Marketing Director,74918.75,Domestic,Entrepreneurship,Online,Yes,-21347.240000000005,0.318182
264,32,Female,Engineering,3.36,11,Analyst,63399.02,No,467,74,Loan,Consultant,69352.23,International,Skill Enhancement,Online,No,5953.209999999999,0.34375
265,28,Male,Science,3.31,0,Manager,59486.45,No,732,255,Employer,Consultant,107280.66,International,Networking,Online,Yes,47794.21000000001,0.0
266,28,Female,Arts,2.23,2,Consultant,62588.47,No,455,228,Self-funded,Finance Manager,151475.89,Domestic,Networking,Online,Yes,88887.42000000001,0.071429
267,26,Female,Economics,3.4,1,Manager,78690.54,Yes,621,34,Scholarship,Executive,85415.11,International,Networking,Online,Yes,6724.570000000007,0.038462
268,22,Male,Economics,3.4,6,Analyst,84104.24,Yes,700,101,Loan,Startup Founder,163218.85,Domestic,Networking,Online,Yes,79114.61,0.272727
269,22,Female,Science,2.0,2,Analyst,89830.43,No,454,155,Loan,Executive,79098.18,Domestic,Networking,Online,No,-10732.25,0.090909
270,22,Female,Engineering,2.76,6,Consultant,59012.63,No,640,405,Self-funded,Executive,124538.82,International,Networking,On-Campus,No,65526.19000000001,0.272727
271,37,Female,Economics,3.69,0,Entrepreneur,91906.11,No,335,353,Self-funded,Finance Manager,151936.12,International,Entrepreneurship,On-Campus,Yes,60030.009999999995,0.0
272,24,Male,Economics,3.0,3,Entrepreneur,97785.34,No,303,29,Employer,Startup Founder,188987.02,Domestic,Skill Enhancement,On-Campus,Yes,91201.68,0.125
273,27,Female,Arts,2.96,8,Consultant,27862.72,Yes,260,336,Scholarship,Finance Manager,112158.46,Domestic,Entrepreneurship,Online,No,84295.74,0.296296
274,35,Female,Science,2.3,5,Manager,70574.95,Yes,800,72,Self-funded,Executive,76021.0,Domestic,Networking,On-Campus,Yes,5446.050000000003,0.142857
275,30,Male,Economics,2.7,5,Consultant,101983.15,Yes,367,83,Scholarship,Consultant,152116.58,International,Skill Enhancement,Online,Yes,50133.42999999999,0.166667
276,26,Other,Economics,2.19,7,Entrepreneur,34949.5,No,800,138,Self-funded,Consultant,96967.85,Domestic,Skill Enhancement,On-Campus,No,62018.350000000006,0.269231
277,29,Male,Economics,3.72,6,Manager,79277.31,No,598,380,Scholarship,Executive,180818.52,International,Networking,Online,Yes,101541.20999999999,0.206897
278,25,Male,Economics,2.31,7,Engineer,34847.74,No,596,486,Employer,Marketing Director,147443.74,International,Career Growth,Online,Yes,112596.0,0.28
279,28,Female,Engineering,2.51,7,Manager,112097.11,No,649,100,Scholarship,Executive,88162.94,Domestic,Career Growth,Online,No,-23934.17,0.25
280,33,Female,Business,2.06,0,Entrepreneur,59522.05,Yes,624,332,Scholarship,Executive,126651.2,Domestic,Entrepreneurship,On-Campus,No,67129.15,0.0
281,31,Female,Arts,3.5,5,Analyst,38151.38,No,460,201,Loan,Marketing Director,172303.67,Domestic,Career Growth,On-Campus,No,134152.29,0.16129
282,29,Male,Engineering,2.03,9,Manager,65196.65,No,711,199,Scholarship,Marketing Director,82810.62,International,Skill Enhancement,Online,Yes,17613.969999999994,0.310345
283,22,Other,Arts,2.84,1,Manager,114085.97,No,477,105,Loan,Finance Manager,120892.7,International,Entrepreneurship,Online,No,6806.729999999996,0.045455
284,22,Male,Economics,3.36,5,Analyst,55963.89,Yes,677,232,Self-funded,Consultant,75434.82,Domestic,Entrepreneurship,On-Campus,Yes,19470.930000000008,0.227273
285,28,Male,Arts,2.6,4,Entrepreneur,101770.5,Yes,304,69,Loan,Marketing Director,101064.57,Domestic,Career Growth,Online,Yes,-705.929999999993,0.142857
286,22,Male,Science,2.36,2,Engineer,50533.95,No,293,382,Loan,Executive,208655.29,Domestic,Networking,On-Campus,Yes,158121.34000000003,0.090909
287,23,Female,Science,2.51,6,Engineer,109399.36,No,654,75,Loan,Startup Founder,163641.84,International,Entrepreneurship,Online,Yes,54242.479999999996,0.26087
288,22,Female,Business,3.31,5,Consultant,119259.26,No,708,339,Self-funded,Startup Founder,124584.82,Domestic,Networking,Online,No,5325.560000000012,0.227273
289,24,Female,Business,4.0,8,Engineer,46141.41,No,464,35,Scholarship,Finance Manager,148240.25,International,Networking,Online,Yes,102098.84,0.333333
290,26,Female,Arts,2.51,8,Engineer,89327.56,Yes,412,94,Scholarship,Startup Founder,81844.98,Domestic,Networking,On-Campus,No,-7482.580000000002,0.307692
291,26,Male,Engineering,2.09,2,Manager,44591.72,Yes,561,425,Self-funded,Consultant,127918.04,International,Networking,Online,No,83326.31999999999,0.076923
